cue,R1,R1.Strength
force,extreme,0.0101010101010101
girl,things,0.01
business,store,0.01
business,monopoly,0.01
force,require,0.0101010101010101
business,studies,0.01
hour,one,0.0101010101010101
force,violence,0.0101010101010101
force,brute,0.0202020202020202
business,big,0.01
hour,hourglass,0.0101010101010101
guy,pal,0.01
hour,halo,0.0101010101010101
place,mat,0.0102040816326531
case,Sherlock Holmes,0.01
moment,catch the,0.01
place,palace,0.0102040816326531
time,over,0.0101010101010101
city,building,0.01
city,village,0.01
system,vehicle,0.0101010101010101
person,,
father,protector,0.01
person,corporation,0.0102040816326531
father,parenthood,0.01
system,manner,0.0101010101010101
company,troop,0.01
company,manufacture,0.01
company,squad,0.01
company,thief,0.01
father,dick,0.01
line,railway,0.01
reason,deductive,0.01
number,numeric,0.0101010101010101
end,butt,0.01
child,wee,0.01
child,pinafore,0.01
story,yarn,0.01
line,range of products,0.01
community,organization,0.01
kind,thoughtful,0.04
line,curve,0.01
home,comfortable,0.01
home,alone,0.01
thing,amobob,0.0102040816326531
health,excessive,0.01
service,worship,0.01
health,card,0.01
night,mares,0.01
health,watch,0.01
area,playground,0.0101010101010101
thing,inanimate,0.0102040816326531
people,friendly,0.02
fact,hard,0.0102040816326531
area,neighborhood,0.0101010101010101
night,black,0.01
fact,fallacy,0.0102040816326531
kind,me,0.01
law,Deuteronomy,0.0101010101010101
art,weird,0.01
kind,humane,0.01
morning,am,0.0303030303030303
month,this,0.01
month,calender,0.01
book,magazine,0.01
morning,early,0.0404040404040404
history,nation,0.01
case,police,0.01
guy,born,0.01
way,farer,0.01
history,relics,0.01
part,component,0.0101010101010101
history,record,0.01
case,hardened,0.01
group,collective,0.02
lot,vacant,0.01
history,background,0.01
group,cluster,0.02
school,pupil,0.01
eye,full,0.03
time,limit,0.0101010101010101
head,chief,0.0204081632653061
eye,orb,0.01
head,cranium,0.0102040816326531
family,clutch,0.01
research,knowledge,0.01
time,era,0.0202020202020202
power,tower,0.01
result,answers,0.0101010101010101
issue,disagreement,0.01
lot,numerous,0.01
state,explain,0.0101010101010101
year,long,0.02
state,region,0.0101010101010101
kid,burgers,0.0101010101010101
day,sunshine,0.01
state,California,0.0303030303030303
story,interesting,0.01
day,noon,0.01
level,not bumpy,0.01
level,horizontal,0.01
minute,60  seconds,0.01
number,field,0.0101010101010101
power,good,0.01
place,set,0.0204081632653061
minute,egg,0.01
people,politics,0.01
party,cup,0.01
country,hills,0.01
job,joy,0.0102040816326531
word,talk,0.0103092783505155
mother,birth,0.01
country,nature,0.01
research,look for,0.01
body,of work,0.02
city,of lights,0.01
school,children,0.02
art,liberation,0.01
law,legislation,0.0202020202020202
research,internet,0.01
research,test-tube,0.01
woman,sex,0.01
research,medical,0.01
family,minded,0.01
research,background,0.01
research,department,0.01
research,look,0.01
law,jail,0.0101010101010101
point,direct,0.01
child,joy,0.01
line,ink,0.01
child,wild,0.01
end,wend,0.01
car,bar,0.01
moment,of silence,0.01
mother,lode,0.01
lot,of love,0.01
moment,wait,0.02
issue,publication,0.01
eye,look,0.01
idea,light,0.0101010101010101
moment,gravity,0.01
change,metamorphosis,0.01
moment,brief,0.01
game,on,0.02
group,aggregate,0.01
office,pool,0.01
office,wacky,0.01
school,early,0.01
reason,sound,0.01
person,somebody,0.0102040816326531
man,husband,0.0303030303030303
life,free,0.0103092783505155
health,mental,0.01
water,falls,0.0101010101010101
power,lower,0.01
mother,adopted,0.01
community,building,0.02
game,bird,0.01
time,think,0.0101010101010101
lot,play,0.01
book,time consuming,0.01
job,hell,0.0102040816326531
word,books,0.0103092783505155
thing,a ww ii car,0.0102040816326531
guy,good,0.01
party,good time,0.01
member,associated,0.01
body,creature,0.01
kind,pay,0.01
result,rest,0.0101010101010101
place,snow,0.0102040816326531
party,enjoy,0.01
end,movie,0.01
thing,ting,0.0102040816326531
line,streak,0.01
body,clock,0.01
parent,mum and dad,0.01
body,six packs,0.01
mother,guilt,0.01
lot,files,0.01
door,wooden,0.02
mother,moms face,0.01
life,saver,0.0103092783505155
power,trip,0.01
night,knight,0.01
group,set,0.01
family,comes,0.01
morning,fresh,0.0101010101010101
change,modify,0.02
number,four,0.0101010101010101
case,notes,0.01
issue,books,0.01
house,boat,0.01
area,seven,0.0101010101010101
country,farm,0.02
law,suit,0.0101010101010101
part,goodbye,0.0101010101010101
school,acumen,0.01
girl,gender,0.01
game,pheasant,0.01
job,done,0.0102040816326531
time,about,0.0101010101010101
power,station,0.01
problem,hindrance,0.0101010101010101
problem,,
study,lecture,0.01
air,everywhere,0.01
child,aneesh,0.01
reason,because,0.01
people,tortoise,0.01
water,toilet,0.0101010101010101
life,meaning,0.0103092783505155
reason,purpose,0.01
month,28 days,0.01
system,processing,0.0101010101010101
month,June,0.01
reason,rationality,0.01
word,play,0.0309278350515464
system,order,0.0101010101010101
word,up,0.0103092783505155
word,writing,0.0103092783505155
war,attack,0.01
war,nuclear,0.01
art,Monet,0.01
change,accept,0.01
word,speech,0.0103092783505155
war,belligerent,0.01
art,great,0.01
word,sentence part,0.0103092783505155
war,destruction,0.01
member,limbs,0.01
mother,sweet,0.01
head,leader,0.0306122448979592
fact,reality,0.0306122448979592
car,travel,0.02
home,run,0.01
state,insanity,0.0101010101010101
guy,animal,0.01
office,mate,0.01
door,possibility,0.01
family,happy,0.02
friend,mate,0.03
school,tie,0.01
person,animal,0.0102040816326531
morning,day beginning,0.0101010101010101
room,saloon,0.0101010101010101
community,together,0.02
morning,morning light,0.0101010101010101
service,maintenance,0.01
health,vitality,0.01
member,belonging,0.01
area,breadth,0.0101010101010101
way,exit,0.01
job,interview,0.0102040816326531
time,measure,0.0303030303030303
lot,deserve,0.01
student,scholar,0.02
level,plain,0.01
line,backer,0.01
head,tongue,0.0102040816326531
eye,for,0.01
head,eyebrow,0.0102040816326531
party,meeting,0.01
power,slide,0.01
night,shade,0.01
mother,mater,0.01
power,corrupts,0.03
company,three's,0.01
people,multitude,0.01
area,region,0.0202020202020202
side,angle,0.0103092783505155
area,size,0.0101010101010101
service,volunteer,0.01
point,graph,0.01
state,county,0.0101010101010101
person,soul,0.0102040816326531
state,physical condition of something,0.0101010101010101
history,what happened in the past,0.01
house,dwelling,0.03
work,necessary,0.0101010101010101
house,building,0.01
member,included,0.01
man,of the house,0.0101010101010101
thing,cousin it,0.0102040816326531
place,square,0.0102040816326531
game,chance,0.01
child,birth,0.01
friend,companion,0.02
life,eternal,0.0103092783505155
point,tip,0.03
face,look at,0.02
party,yes,0.01
result,tests,0.0101010101010101
student,driver,0.01
fact,or fiction,0.0102040816326531
problem,easy,0.0101010101010101
idea,creative,0.0202020202020202
business,lucrative,0.01
work,pain,0.0101010101010101
service,aid,0.01
country,paisano,0.01
water,swimming pool,0.0101010101010101
minute,hectic,0.01
home,comfort,0.03
member,of a group,0.02
member,of,0.02
reason,brain,0.02
member,join,0.03
issue,big,0.01
home,go,0.01
book,signing,0.01
book,journal,0.01
issue,dispense,0.01
company,manager,0.01
reason,underlying cause,0.01
game,sports,0.01
point,message,0.01
case,suit,0.01
parent,magazine,0.01
team,survey,0.01
force,violent,0.0101010101010101
part,my,0.0101010101010101
back,field,0.0101010101010101
health,nut,0.01
party,drinking,0.01
line,sinker,0.01
state,of agitation,0.0101010101010101
health,powder,0.01
lot,burial,0.01
guy,fellow,0.02
law,abide,0.0101010101010101
idea,know,0.0101010101010101
right,opposite of left,0.01
hand,ball,0.01
fact,answer,0.0102040816326531
history,academic subject,0.01
history,chronicles,0.01
mother,sliced bread,0.01
mother,sacrifice,0.01
mother,wife,0.01
mother,mummy,0.01
system,procedure,0.0101010101010101
mother,mama,0.02
mother,comfort,0.01
name,my,0.0102040816326531
morning,cereal,0.0101010101010101
state,condition,0.0202020202020202
day,diurnal,0.01
time,illusion,0.0101010101010101
day,bright,0.01
moment,instance,0.01
man,gender,0.0202020202020202
study,fun,0.01
year,old,0.02
story,contest,0.01
city,Kingston,0.01
office,secretary,0.01
country,Spain,0.01
kind,winder,0.01
service,tray,0.01
parent,sibling,0.01
change,inevitable,0.01
change,change of address,0.01
house,congress,0.01
study,guide,0.01
change,up,0.01
car,jalopy,0.01
number,figure,0.0101010101010101
community,responsibility,0.01
car,traffic,0.01
car,horse,0.01
car,comfort,0.01
door,bell,0.02
community,society,0.03
house,doctor,0.01
house,what's his name on tv/doctor,0.01
point,aim,0.01
lot,wife,0.01
student,visa,0.02
force,use the,0.0101010101010101
state,current condition,0.0101010101010101
group,categorize,0.01
year,new,0.01
life,joy,0.0206185567010309
back,button,0.0101010101010101
world,large,0.01
health,reasons,0.01
eye,glass,0.01
end,completion,0.01
part,divide,0.0101010101010101
eye,finger,0.01
game,cheat,0.01
job,calling,0.0102040816326531
law,encounter,0.0101010101010101
job,related,0.0102040816326531
law,love,0.0101010101010101
end,times,0.01
law,regulation,0.0202020202020202
school,academy,0.01
case,bank,0.01
job,offer,0.0102040816326531
job,Steve,0.0102040816326531
job,to do,0.0102040816326531
country,peaceful,0.01
fact,closed,0.0102040816326531
fact,figure,0.0102040816326531
child,small,0.02
woman,adult,0.01
people,many,0.01
year,sun,0.01
health,fitness,0.01
guy,he,0.01
state,Maryland,0.0101010101010101
year,365 days,0.01
system,scheme,0.0101010101010101
side,neighbor,0.0103092783505155
minute,quick,0.01
study,pencil,0.01
state,mention,0.0101010101010101
minute,summary,0.01
body,organization,0.01
business,sense,0.01
woman,curvy,0.01
business,copy,0.01
body,physical,0.01
issue,volume,0.01
day,long,0.01
kid,energy,0.0101010101010101
name,daughter,0.0102040816326531
person,crowd,0.0102040816326531
head,pate,0.0102040816326531
head,use,0.0102040816326531
force,physical,0.0101010101010101
team,join together,0.01
man,self,0.0101010101010101
woman,shapely,0.01
name,sobriquet,0.0102040816326531
kid,kids,0.0101010101010101
kid,games,0.0101010101010101
line,write,0.01
girl,pink,0.01
name,one,0.0102040816326531
team,unit,0.01
kid,tease,0.0101010101010101
line,stand,0.01
force,nature,0.0101010101010101
room,,
group,women,0.01
problem,obstacle,0.0101010101010101
health,vital,0.01
health,strength,0.01
health,weight,0.01
problem,fix,0.0202020202020202
group,bunch,0.01
problem,solving,0.0101010101010101
father,engender,0.01
way,lost,0.01
art,abstract,0.01
art,hurtle,0.01
week,toil,0.01
month,30 days,0.01
art,palette,0.01
week,covering,0.01
service,revolver,0.01
thing,such,0.0102040816326531
parent,me,0.02
parent,carer,0.01
face,personality,0.01
country,lane,0.01
air,ergo,0.01
word,therefore,0.0103092783505155
hand,helping,0.01
office,furniture,0.02
side,on my side,0.0103092783505155
guy,"person, usually male",0.01
word,want,0.0103092783505155
morning,wake,0.0101010101010101
office,authority,0.01
morning,early day,0.0101010101010101
hand,need,0.01
word,good,0.0103092783505155
side,support me,0.0103092783505155
city,big,0.02
home,shelter,0.01
war,horse,0.01
family,close,0.01
party,piece,0.01
study,peruse,0.01
back,retreat,0.0101010101010101
study,attention,0.01
back,body area,0.0101010101010101
home,cozy,0.01
party,holiday,0.01
state,elocute,0.0101010101010101
child,abuse,0.01
back,fall,0.0101010101010101
woman,feminine,0.01
business,controlling,0.01
face,music,0.01
people,lots,0.01
reason,knowledge,0.01
history,wars,0.01
life,spring,0.0103092783505155
place,London,0.0102040816326531
fact,based,0.0102040816326531
history,fiction,0.01
idea,hunch,0.0101010101010101
fact,news,0.0102040816326531
level,together,0.01
minute,sec,0.01
eye,pupil,0.01
night,moon,0.01
minute,clock,0.01
level,energy,0.01
eye,chart,0.01
minute,good,0.01
number,5,0.0101010101010101
history,events,0.01
question,always,0.0101010101010101
game,hunter,0.01
company,two,0.01
child,memory,0.01
book,hardcover,0.01
air,space,0.01
end,zone,0.01
state,division of the US,0.0101010101010101
week,long,0.01
story,board,0.02
hand,grab,0.01
part,small,0.0101010101010101
air,bubble,0.01
power,prestige,0.01
father,sire,0.01
research,truth,0.01
lot,size,0.01
power,leader,0.01
lot,bunch,0.01
lot,field,0.01
research,assess,0.01
law,Jude,0.0101010101010101
room,roommate,0.0101010101010101
area,total,0.0101010101010101
system,,
change,future,0.02
face,about,0.01
change,alternate,0.01
art,pleasure,0.01
system,gambler,0.0101010101010101
life,breathing,0.0103092783505155
force,coerce,0.0101010101010101
friend,confide,0.01
life,adventure,0.0103092783505155
city,Ottawa,0.01
student,fun,0.01
service,vocation,0.01
kid,joke,0.0101010101010101
state,,
reason,thoughtful,0.01
service,forces,0.01
question,what,0.0101010101010101
body,whole thing,0.01
year,best,0.01
kid,play,0.0202020202020202
part,do,0.0101010101010101
water,Agua,0.0101010101010101
question,response,0.0101010101010101
idea,brainstorm,0.0101010101010101
water,pitcher,0.0101010101010101
child,fun,0.01
side,beside,0.0103092783505155
way,verge,0.01
side,out,0.0103092783505155
business,grandfather,0.01
company,entity,0.01
result,tick,0.0101010101010101
state,main,0.0101010101010101
year,generation,0.01
company,talk,0.01
member,representative,0.01
state,location,0.0101010101010101
member,church,0.02
year,calender,0.01
member,organization,0.01
year,millennium,0.01
team,will,0.01
member,participant,0.01
room,mess,0.0101010101010101
story,imaginative,0.01
community,activity,0.01
force,will,0.0101010101010101
level,equal,0.01
game,last,0.01
office,boy,0.01
idea,plan,0.0101010101010101
money,savings,0.01
people,love,0.01
people,population,0.01
hand,manipulate,0.01
house,refuge,0.01
room,green,0.0101010101010101
week,weekend,0.01
day,shine,0.01
game,got,0.01
week,workweek,0.01
house,comfort,0.01
face,emotion,0.01
fact,logic,0.0102040816326531
face,beard,0.01
house,brick,0.01
person,female,0.0102040816326531
money,livelihood,0.01
fact,a given,0.0102040816326531
level,carpenter's,0.01
level,height reached,0.01
line,waiting,0.01
thing,past,0.0102040816326531
people,smile,0.01
face,opposite,0.01
level,playing field,0.01
level,hierarchy,0.01
level,par,0.01
face,the,0.01
face,"eyes, nose, etc.",0.01
woman,great,0.01
change,diapers,0.01
hour,precious,0.0101010101010101
guy,bud,0.01
month,December,0.02
change,diaper,0.01
body,somatic,0.01
service,hotel,0.01
point,circle,0.01
guy,bloke,0.01
morning,breaking,0.0101010101010101
child,my,0.01
family,dad,0.01
time,25,0.0101010101010101
time,space,0.0101010101010101
service,charge,0.01
time,bottle,0.0101010101010101
night,night light,0.01
world,huge,0.02
world,vast,0.01
world,ocean,0.01
study,microscope,0.01
world,warming,0.01
study,pore over,0.01
eye,look at,0.01
study,exams,0.01
study,science,0.02
study,educate,0.01
head,mind,0.0102040816326531
history,fascinating,0.01
hand,body part,0.01
head,authority,0.0102040816326531
force,arms,0.0101010101010101
word,speak,0.0103092783505155
school,test,0.01
hand,stand,0.01
law,obey,0.0101010101010101
country,exurb,0.01
country,cousin,0.01
word,swear,0.0103092783505155
way,Tao,0.01
country,county,0.01
law,the long arm of the law,0.0101010101010101
way,fare,0.01
number,nine,0.0101010101010101
eye,window,0.01
life,being,0.0103092783505155
life,song,0.0103092783505155
system,ordered,0.0101010101010101
city,downtown,0.01
family,children,0.02
family,adverb,0.01
art,frame,0.01
family,tight,0.01
family,tablecloth,0.01
service,shopping cart,0.01
family,pain,0.01
service,perform,0.01
eye,eyeball,0.01
family,sisters,0.01
family,circle,0.01
eye,elephant,0.01
force,troupes,0.0101010101010101
research,academia,0.01
question,authority,0.0101010101010101
day,break,0.01
moment,publicist,0.01
question,ponder,0.0101010101010101
work,awful,0.0101010101010101
student,location,0.01
history,French revolution,0.01
part,hairline,0.0101010101010101
company,of others,0.01
force,take,0.0101010101010101
area,length x width,0.0101010101010101
money,moolah,0.01
water,blue,0.0101010101010101
name,specific,0.0102040816326531
idea,brainwave,0.0101010101010101
area,district,0.0101010101010101
idea,dream,0.0101010101010101
money,filthy,0.01
man,,
body,shape,0.01
minute,to win it,0.01
school,blue,0.01
story,glory,0.01
lot,feed,0.01
business,deal,0.01
people,class,0.01
business,lot to do,0.01
people,social,0.01
thing,substance,0.0102040816326531
people,crowded,0.01
lot,of salt,0.01
party,foul,0.01
power,powerful,0.01
power,train,0.01
party,hat,0.01
thing,Dr Seuss,0.0102040816326531
power,outage,0.01
thing,sewing machine,0.0102040816326531
thing,wild thing,0.0102040816326531
power,rangers,0.01
thing,last,0.0102040816326531
people,nation,0.01
word,paragraph,0.0103092783505155
thing,own,0.0102040816326531
power,corrupt,0.01
office,my,0.01
woman,legal,0.01
power,men,0.01
power,full,0.01
place,keeper,0.0102040816326531
kind,compassionate,0.01
moment,period,0.01
part,role,0.0101010101010101
guy,slang,0.02
part,and parcel,0.0101010101010101
car,ride,0.01
number,tally,0.0101010101010101
guy,paper,0.01
side,fries,0.0206185567010309
number,various numbers,0.0101010101010101
number,too many,0.0101010101010101
number,data,0.0101010101010101
book,report,0.01
book,save,0.01
book,title,0.01
book,binding,0.01
air,smoke,0.01
law,rules,0.0101010101010101
history,event,0.01
head,of state,0.0102040816326531
year,Friday,0.01
problem,strength,0.0101010101010101
end,finally,0.01
fact,item of truth,0.0102040816326531
issue,discussion,0.01
word,John,0.0103092783505155
city,street,0.01
air,full,0.01
question,period,0.0101010101010101
friend,friendly,0.01
water,dilute,0.0101010101010101
problem,poser,0.0101010101010101
morning,sunlight,0.0101010101010101
state,full,0.0101010101010101
state,n.h.,0.0101010101010101
woman,pretty,0.01
girl,sex,0.01
head,round,0.0102040816326531
name,handle,0.0102040816326531
point,meaning,0.01
car,park,0.01
work,earn,0.0101010101010101
issue,resolve,0.01
force,of arms,0.0101010101010101
change,guard,0.01
name,sake,0.0102040816326531
story,funny,0.01
work,employment,0.0101010101010101
school,reading,0.01
group,church,0.01
community,sharing,0.01
school,hell,0.01
war,soldier,0.01
work,ethic,0.0101010101010101
system,theory,0.0101010101010101
system,arrangement,0.0101010101010101
hand,out,0.01
art,crafts,0.01
system,process,0.0101010101010101
war,song,0.01
company,accounts,0.01
company,board,0.01
door,locked,0.01
history,class,0.02
system,environment,0.0101010101010101
change,pants,0.01
place,value,0.0102040816326531
morning,beautiful,0.0101010101010101
system,operating,0.0101010101010101
father,husband,0.01
person,self,0.0102040816326531
morning,dove,0.0101010101010101
person,being there,0.0102040816326531
job,obligation,0.0102040816326531
morning,,
place,hide,0.0102040816326531
job,application,0.0102040816326531
job,salary,0.0102040816326531
group,committee,0.01
state,Maine,0.0101010101010101
car,cart,0.01
day,now,0.01
time,infinite,0.0101010101010101
head,boss,0.0102040816326531
face,proportion,0.01
woman,joy,0.01
fact,proven,0.0102040816326531
hour,o'clock,0.0101010101010101
health,gym,0.01
home,dwelling,0.01
fact,train,0.0102040816326531
fact,data,0.0102040816326531
car,wheel,0.01
mother,Lois,0.01
change,innovation,0.01
money,ball,0.01
party,innocent,0.01
minute,fast,0.01
party,parity,0.01
minute,by mute,0.01
point,and shoot,0.01
question,,
party,gala,0.02
point,best,0.01
party,happy,0.01
name,Beth,0.0102040816326531
city,Peter borough,0.01
minute,in a,0.01
city,bad,0.01
city,wide,0.01
point,no,0.01
area,carpet,0.0101010101010101
city,intercity,0.01
game,lame,0.01
point,mouse,0.01
game,I just lost the game,0.01
house,sbofr,0.01
mother,Madre,0.01
room,library,0.0101010101010101
country,principality,0.01
level,steady,0.02
car,motorbike,0.01
friend,loved,0.01
way,opening,0.01
way,to go,0.01
child,minder,0.01
service,fee,0.01
service,serve,0.01
service,food,0.01
law,jurisprudence,0.0101010101010101
issue,at hand,0.01
law,university,0.0101010101010101
business,buy,0.01
way,via,0.01
night,post,0.01
mother,protect,0.01
body,full,0.01
research,key,0.01
head,space,0.0102040816326531
time,closing,0.0101010101010101
car,SUV,0.01
work,wage,0.0101010101010101
night,tine,0.01
group,groupie,0.01
force,strong,0.0101010101010101
problem,stress,0.0101010101010101
war,kill,0.01
line,chorus,0.01
car,transportation,0.01
right,bright,0.01
office,supplies,0.01
student,demonstration,0.01
time,passage,0.0101010101010101
hand,beer,0.01
time,past,0.0101010101010101
office,relationship,0.01
night,Jack,0.01
life,get,0.0103092783505155
research,findings,0.01
area,green,0.0101010101010101
back,rewind,0.0101010101010101
problem,bad,0.0101010101010101
house,casino,0.01
house,here,0.01
back,away,0.0101010101010101
house,property,0.01
result,yes,0.0101010101010101
air,guitar,0.01
war,enemies,0.01
house,housing,0.01
house,abode,0.01
result,wow,0.0101010101010101
end,of,0.02
guy,who,0.01
end,finished,0.01
book,enjoy,0.01
art,girls,0.01
art,artifice,0.01
kind,calm,0.01
eye,bright,0.01
eye,keen,0.01
art,fine,0.01
eye,blue,0.01
kind,mean,0.01
word,yo,0.0103092783505155
head,direction,0.0102040816326531
story,reading,0.01
research,boring,0.01
face,picture,0.01
face,mine,0.01
story,fairy,0.01
team,we,0.01
day,gone,0.01
month,year day,0.01
team,fellows,0.01
force,reckon,0.0101010101010101
car,trip,0.01
health,holistic,0.01
parent,uncle,0.01
group,therapy,0.01
car,BMW,0.01
force,weight,0.0101010101010101
room,inn,0.0101010101010101
car,beep,0.01
body,odor,0.01
body,lotion,0.01
girl,pretty in pink,0.01
room,rest,0.0101010101010101
group,hug,0.02
money,honey,0.01
body,corps,0.01
money,earning,0.01
idea,Einstein,0.0101010101010101
way,too,0.01
kid,hello,0.0101010101010101
end,begin,0.01
month,season,0.01
research,words,0.01
level,best,0.01
idea,of,0.0101010101010101
case,situation,0.01
research,scientist,0.01
research,splurge,0.01
year,another,0.01
case,song,0.01
school,fish,0.01
head,toes,0.0102040816326531
head,tech,0.0102040816326531
friend,brother,0.01
school,classroom,0.01
country,opposite of city,0.01
office,place to work,0.01
company,officers,0.01
book,codicil,0.01
service,engineer,0.01
office,pain,0.01
face,meet,0.01
business,stocks,0.01
mother,mine,0.01
time,after time,0.0101010101010101
country,continent,0.01
student,college,0.02
side,opposite,0.0103092783505155
side,of beef,0.0103092783505155
day,to day,0.01
change,coin,0.01
word,Bible,0.0103092783505155
hour,60 muns,0.0101010101010101
right,yes,0.01
work,a day,0.0101010101010101
area,here,0.0101010101010101
man,brave,0.0101010101010101
door,enter,0.01
company,logo,0.01
company,sondheim,0.01
student,struck,0.01
man,mourn,0.0101010101010101
result,happen,0.0101010101010101
student,youth,0.01
game,troll,0.01
game,up for it,0.01
kid,youngster,0.0101010101010101
kid,-neys,0.0101010101010101
result,report,0.0101010101010101
kid,baby goat,0.0101010101010101
face,magic,0.01
thing,swamp,0.0102040816326531
idea,notion,0.0101010101010101
water,waiter,0.0101010101010101
force,heavy,0.0101010101010101
thing,nothing,0.0102040816326531
level,ruler,0.01
woman,equal,0.01
issue,trouble,0.01
word,basic,0.0103092783505155
father,padre,0.01
issue,quality,0.01
life,breathe,0.0103092783505155
word,promise,0.0103092783505155
life,blood,0.0103092783505155
word,focal,0.0103092783505155
time,thyme,0.0101010101010101
parent,grandparent,0.01
area,circumference,0.0101010101010101
hand,ring,0.01
name,yours,0.0102040816326531
area,locale,0.0101010101010101
law,attorney,0.0101010101010101
reason,belief,0.01
team,several,0.01
moment,inertia,0.01
research,grant,0.01
state,position,0.0101010101010101
time,dimension,0.0101010101010101
case,lawsuit,0.01
mother,me,0.01
eye,blink,0.01
state,Mississippi,0.0101010101010101
business,entrepreneur,0.01
back,,
back,hairy,0.0101010101010101
week,calendar,0.01
back,scratch,0.0101010101010101
back,here again,0.0101010101010101
face,up,0.01
number,telephone,0.0101010101010101
government,capital,0.01
government,laws,0.01
system,thinking,0.0101010101010101
teacher,knowledgeable,0.0101010101010101
name,sombre,0.0102040816326531
city,sheep,0.01
group,gather,0.01
work,trial,0.0101010101010101
moment,once,0.01
program,music,0.0206185567010309
program,show,0.0412371134020619
business,science,0.01
program,score card,0.0103092783505155
right,wing,0.01
right,dexterous,0.01
world,universe,0.01
study,den,0.01
thing,any,0.0102040816326531
system,product,0.0101010101010101
level,parking,0.01
teacher,learn,0.0202020202020202
change,maker,0.01
group,cohort,0.01
name,buzz,0.0102040816326531
point,map,0.01
study,review,0.01
water,pure,0.0101010101010101
work,retire,0.0101010101010101
house,cabin,0.01
idea,smart,0.0101010101010101
government,bailout,0.01
reason,for the season,0.01
power,i've got the,0.01
program,compute,0.0206185567010309
government,big,0.05
level,layer,0.01
business,affair,0.01
war,waste,0.01
war,mongering,0.01
system,overload,0.0101010101010101
water,fresh,0.0101010101010101
power,amps,0.01
level,exam,0.01
program,agenda,0.0206185567010309
kid,,
face,emotions,0.01
teacher,mentor,0.0505050505050505
government,red-tape,0.01
president,premier,0.01
information,museum,0.0101010101010101
education,university,0.06
president,politics,0.01
information,data,0.181818181818182
information,newspaper,0.0101010101010101
president,Obama,0.29
education,learn,0.02
education,important,0.01
president,senate,0.01
information,access,0.0101010101010101
information,news,0.0707070707070707
president,leader,0.17
teacher,pupil,0.0303030303030303
others,outsiders,0.0303030303030303
program,layout,0.0103092783505155
information,knowledge,0.131313131313131
government,necessary,0.01
teacher,instructor,0.0404040404040404
others,not me,0.0303030303030303
program,plan,0.0103092783505155
information,words,0.0202020202020202
government,waste,0.01
president,layperson,0.01
program,TV,0.0206185567010309
education,degree,0.02
others,them,0.151515151515152
program,code,0.0618556701030928
education,nation,0.01
others,friends,0.0505050505050505
education,knowledge,0.05
program,folder,0.0103092783505155
teacher,worldwide,0.0101010101010101
information,Knowledge,0.0101010101010101
education,smart,0.08
government,rule,0.04
program,run,0.0103092783505155
others,self,0.0101010101010101
education,hard,0.01
information,,
president,USA,0.03
government,White House,0.03
program,booklet,0.0103092783505155
others,crowd,0.0101010101010101
program,theater,0.0103092783505155
government,politics,0.07
education,ed,0.01
others,lost,0.0202020202020202
teacher,leader,0.0101010101010101
teacher,advisor,0.0101010101010101
government,insipid,0.01
program,computer,0.34020618556701
information,computer,0.0303030303030303
program,television,0.0206185567010309
education,college,0.03
government,bureaucracy,0.03
government,parliament,0.03
president,CEO,0.01
others,many,0.0101010101010101
program,schedule,0.0103092783505155
information,Garner,0.0101010101010101
education,mom,0.01
government,bad,0.03
information,age,0.0303030303030303
program,course,0.0103092783505155
teacher,apple,0.0404040404040404
president,Lincoln,0.01
others,more,0.0202020202020202
president,present,0.01
program,help,0.0103092783505155
information,ratatouille,0.0101010101010101
program,preset,0.0103092783505155
information,learning,0.0101010101010101
teacher,help,0.0101010101010101
education,higher,0.03
government,lead,0.01
teacher,educator,0.0505050505050505
information,technology,0.0404040404040404
program,function,0.0103092783505155
others,Nicole kid man,0.0101010101010101
government,mystery,0.01
information,library,0.0202020202020202
others,otter,0.0101010101010101
teacher,notebook,0.0101010101010101
education,teach,0.03
program,write,0.0103092783505155
government,Washington,0.01
government,Obama,0.01
others,,
president,United States,0.03
program,coding,0.0103092783505155
others,island,0.0101010101010101
education,jobs,0.01
government,Australia,0.01
information,though,0.0101010101010101
president,powerful,0.01
others,easy,0.0101010101010101
president,prime minister,0.02
information,internet,0.0606060606060606
teacher,inform,0.0101010101010101
information,board,0.0101010101010101
program,update,0.0103092783505155
others,film,0.0101010101010101
others,some,0.0101010101010101
others,myself,0.0101010101010101
others,et al,0.0101010101010101
information,paper,0.0101010101010101
teacher,layoff,0.0101010101010101
teacher,,
government,council,0.01
government,distress,0.01
information,tab,0.0101010101010101
information,inform,0.0101010101010101
information,learn,0.0101010101010101
information,glorious,0.0101010101010101
information,confirmation,0.0101010101010101
information,map,0.0101010101010101
information,control,0.0101010101010101
government,governor,0.01
teacher,professor,0.0606060606060606
president,corporation,0.01
teacher,pet,0.0303030303030303
government,democracy,0.02
government,ruler,0.02
government,authority,0.02
others,male,0.0101010101010101
president,chief,0.01
president,America,0.03
others,what,0.0101010101010101
teacher,myself,0.0101010101010101
teacher,rules,0.0101010101010101
program,Playbill,0.0103092783505155
program,progress,0.0103092783505155
program,create,0.0103092783505155
government,wrong,0.01
education,learning,0.04
president,rake,0.01
others,strangers,0.0101010101010101
president,rob the prez-o-dent,0.01
government,cops,0.01
teacher,strict,0.0101010101010101
government,awful,0.01
teacher,learning,0.0202020202020202
government,jobs,0.01
education,path,0.01
others,ghost,0.0101010101010101
program,,
